timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,clustersHealthy,clustersDegraded,clustersCritical,actionsReinforce,actionsDisband,actionsClusterDoNothing,cycleS1Cluster,cycleS2Cluster,qClusterDoNothing,qReinforce,qDisband
170,0.994229,0.992,0.385345,0.00599853,0.41548,0.714111,0.242708,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
175,0.994234,0.992,0.386024,0.00601459,0.40902,0.716023,0.249306,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
180,0.994241,0.992,0.386909,0.00603065,0.407401,0.717935,0.250985,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
185,0.994228,0.992,0.387861,0.00604671,0.407291,0.719847,0.251086,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
190,0.994229,0.992,0.388836,0.00606277,0.407748,0.721759,0.250634,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
195,0.994229,0.992,0.38982,0.00607884,0.408413,0.723671,0.249969,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
200,0.994229,0.992,0.390808,0.0060949,0.409168,0.725583,0.24921,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
205,0.994228,0.992,0.391797,0.00611096,0.409962,0.727495,0.248407,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
210,0.99424,0.992,0.392788,0.00612702,0.410808,0.729407,0.247579,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
215,0.994229,0.992,0.39378,0.00614308,0.411621,0.731319,0.246734,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
220,0.994228,0.992,0.394772,0.00615914,0.412465,0.733231,0.245877,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
225,0.994228,0.992,0.395764,0.0061752,0.413325,0.735143,0.245007,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
230,0.994228,0.992,0.396757,0.00619126,0.414195,0.737055,0.244126,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
235,0.994228,0.992,0.397751,0.00620732,0.415075,0.738967,0.243234,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
240,0.994228,0.992,0.398744,0.00622338,0.415966,0.740879,0.242331,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
245,0.994228,0.992,0.399739,0.00623944,0.416866,0.742791,0.241418,0,0,0,0,0,0,0,5.05193,31.1437,33.3328,21,0,0,0,0,0,0,0,25.5988,30.5168,9.3869
