timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,clustersHealthy,clustersDegraded,clustersCritical,actionsReinforce,actionsDisband,actionsClusterDoNothing,cycleS1Cluster,cycleS2Cluster,qClusterDoNothing,qReinforce,qDisband
170,0.990101,0.98,0.37485,0.00483487,0.479686,0.711011,0.239311,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
175,0.990101,0.98,0.375525,0.00484787,0.471474,0.712923,0.247592,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
180,0.9901,0.98,0.376328,0.00486087,0.46703,0.714835,0.252076,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
185,0.9901,0.98,0.377197,0.00487388,0.464487,0.716747,0.254643,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
190,0.990101,0.98,0.378105,0.00488688,0.463074,0.718659,0.25607,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
195,0.9901,0.98,0.379038,0.00489988,0.462402,0.720571,0.256745,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
200,0.990101,0.98,0.379989,0.00491288,0.462251,0.722483,0.256893,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
205,0.990112,0.98,0.380952,0.00492588,0.462498,0.724395,0.256664,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
210,0.990102,0.98,0.381925,0.00493888,0.462965,0.726307,0.256161,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
215,0.990101,0.98,0.382905,0.00495189,0.463649,0.728219,0.255458,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
220,0.990101,0.98,0.38389,0.00496489,0.464481,0.730131,0.254606,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
225,0.990101,0.98,0.384879,0.00497789,0.465421,0.732043,0.253646,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
230,0.9901,0.98,0.38587,0.00499089,0.466439,0.733955,0.252605,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
235,0.990254,0.98,0.386864,0.00500389,0.467889,0.735867,0.251504,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
240,0.990103,0.98,0.387859,0.00501689,0.468648,0.737779,0.250357,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
245,0.990101,0.98,0.388855,0.0050299,0.469801,0.739691,0.249176,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
250,0.990101,0.98,0.389852,0.0050429,0.470983,0.741603,0.247969,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
255,0.9901,0.98,0.39085,0.0050559,0.472184,0.743515,0.246743,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
260,0.9901,0.98,0.391848,0.0050689,0.473401,0.745427,0.245501,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
265,0.990101,0.98,0.392847,0.0050819,0.474631,0.747339,0.244248,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
270,0.990114,0.98,0.393845,0.0050949,0.475899,0.749251,0.242987,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
275,0.990101,0.98,0.394845,0.00510791,0.477111,0.751163,0.241718,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
280,0.9901,0.98,0.395844,0.00512091,0.478359,0.753075,0.240444,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
285,0.990101,0.98,0.396843,0.00513391,0.479613,0.754987,0.239166,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
290,0.990101,0.98,0.397843,0.00514691,0.480869,0.756899,0.237885,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
295,0.9901,0.98,0.398843,0.00515991,0.482127,0.758811,0.236601,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
300,0.990101,0.98,0.399842,0.00517291,0.483389,0.760723,0.235315,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
305,0.99013,0.98,0.400842,0.00518591,0.484725,0.762635,0.234027,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,17,0,0,0,0,0,0,0,27.036,30.7573,16.6609
310,0.87564,0.752,0.401614,0.00519582,0.372031,0.764091,0.232736,0,0,0,0,0,0,0,24.4273,33.2246,65.6608,7,3,7,0,7,3,10,0,27.036,30.7573,16.6609
315,0.542044,0.26749,0.134385,0.00314614,0.2575,0.764511,0.2313,116,0,116,0,116,0,0,24.4273,33.2246,65.6608,11,3,0,2,0,1,3,0,27.0257,30.7573,16.6617
320,0.907364,0.753086,0.327042,0.00440856,0.390872,0.765199,0.238958,0,0,0,0,0,0,0,24.4273,33.2246,65.8385,11,3,0,2,0,1,3,0,27.0227,30.7528,16.6617
325,0.908719,0.753086,0.327822,0.00441695,0.395466,0.766656,0.237153,0,0,0,0,0,0,0,24.4273,33.2246,65.8385,13,1,0,1,0,0,1,0,27.0195,30.7484,16.6617
330,0.911465,0.753086,0.328609,0.00442534,0.403478,0.768113,0.235141,0,0,0,0,0,0,0,24.4273,33.2246,65.8385,13,1,0,1,0,0,1,0,27.0195,30.742,16.6617
335,0.911631,0.753086,0.329384,0.00443374,0.40542,0.76957,0.233498,0,0,0,0,0,0,0,24.4273,33.2246,65.8385,14,0,0,0,0,0,0,0,27.0195,30.7444,16.6617
340,0.911631,0.753086,0.330157,0.00444213,0.406858,0.771027,0.231962,0,0,0,0,0,0,0,24.4273,33.2246,65.8385,14,0,0,0,0,0,0,0,27.0195,30.7444,16.6617
345,0.911632,0.753086,0.330927,0.00445052,0.408215,0.772483,0.23051,0,0,0,0,0,0,0,24.4273,33.2246,65.8385,14,0,0,0,0,0,0,0,27.0195,30.7444,16.6617
