timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,clustersHealthy,clustersDegraded,clustersCritical,actionsReinforce,actionsDisband,actionsClusterDoNothing,cycleS1Cluster,cycleS2Cluster,qClusterDoNothing,qReinforce,qDisband
170,0.991952,0.988,0.375419,0.0045564,0.508541,0.711938,0.244666,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
175,0.991606,0.988,0.376116,0.00456879,0.49918,0.713874,0.253125,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
180,0.991949,0.988,0.376939,0.00458118,0.495772,0.71581,0.257655,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
185,0.991949,0.988,0.377821,0.00459357,0.493109,0.717746,0.26036,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
190,0.991949,0.988,0.378737,0.00460596,0.491505,0.719682,0.261986,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
195,0.991949,0.988,0.379676,0.00461835,0.490615,0.721618,0.262882,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
200,0.991949,0.988,0.380632,0.00463074,0.490243,0.723554,0.263252,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
205,0.991949,0.988,0.381601,0.00464313,0.490251,0.72549,0.263235,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
210,0.99196,0.988,0.382579,0.00465552,0.490572,0.727426,0.262927,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
215,0.991951,0.988,0.383563,0.00466791,0.491058,0.729362,0.262399,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
220,0.991949,0.988,0.384554,0.0046803,0.491728,0.731298,0.261702,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
225,0.991949,0.988,0.385548,0.0046927,0.492533,0.733234,0.260875,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
230,0.991949,0.988,0.386546,0.00470509,0.493436,0.73517,0.259946,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
235,0.991949,0.988,0.387546,0.00471748,0.494418,0.737106,0.258938,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
240,0.99195,0.988,0.388548,0.00472987,0.495465,0.739042,0.257866,0,0,0,0,0,0,0,24.4273,33.1636,62.981,16,0,0,0,0,0,0,0,26.8874,30.6156,16.6278
