timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster
170,0.996012,1,0.38043,0.00508174,0.489268,0.705798,0.23525,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
175,0.99601,1,0.381292,0.0050958,0.486226,0.70775,0.238417,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
180,0.996005,1,0.382202,0.00510985,0.484457,0.709702,0.240234,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
185,0.996005,1,0.383134,0.00512391,0.483246,0.711654,0.241477,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
190,0.996006,1,0.384081,0.00513796,0.482459,0.713606,0.242286,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
195,0.996006,1,0.385041,0.00515202,0.482045,0.715558,0.242711,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
200,0.996006,1,0.386014,0.00516607,0.481954,0.71751,0.242802,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
205,0.996006,1,0.386997,0.00518013,0.482137,0.719462,0.242615,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
210,0.996017,1,0.387988,0.00519418,0.48257,0.721414,0.242201,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
215,0.996007,1,0.388985,0.00520823,0.483125,0.723366,0.241606,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
220,0.996005,1,0.389988,0.00522229,0.483843,0.725318,0.240868,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
225,0.996005,1,0.390994,0.00523634,0.484674,0.72727,0.240017,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
230,0.996006,1,0.392004,0.0052504,0.485595,0.729222,0.239078,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
235,0.996005,1,0.393016,0.00526445,0.48658,0.731174,0.238069,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
240,0.996005,1,0.394031,0.00527851,0.487618,0.733126,0.237007,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
245,0.996005,1,0.395046,0.00529256,0.488699,0.735078,0.235903,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
250,0.996015,1,0.396063,0.00530661,0.489837,0.73703,0.234766,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
255,0.996007,1,0.397081,0.00532067,0.490955,0.738982,0.233602,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
260,0.996005,1,0.3981,0.00533472,0.492109,0.740934,0.232417,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
265,0.996005,1,0.399119,0.00534878,0.493286,0.742886,0.231216,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
270,0.996005,1,0.400139,0.00536283,0.494475,0.744838,0.230001,0,0,0,0,0,0,0,28.1854,33.2178,33.3013
275,0.781452,0.654472,0.26721,0.00424528,0.426209,0.745957,0.224274,85,0,85,0,85,0,0,28.1854,33.2178,33.3013
280,0.99498,1,0.40014,0.00516392,0.474194,0.74725,0.232631,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
285,0.994991,1,0.401206,0.00517741,0.476749,0.749201,0.230013,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
290,0.994989,1,0.402256,0.00519089,0.478841,0.751152,0.227843,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
295,0.994983,1,0.403299,0.00520437,0.48069,0.753104,0.225919,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
300,0.994981,1,0.404335,0.00521786,0.482382,0.755055,0.224168,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
305,0.994981,1,0.405366,0.00523134,0.483957,0.757006,0.222544,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
310,0.99498,1,0.406395,0.00524483,0.485439,0.758957,0.221014,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
315,0.99426,1,0.407421,0.00525831,0.485088,0.760908,0.219555,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
320,0.994982,1,0.408445,0.00527179,0.488228,0.76286,0.218149,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
325,0.994985,1,0.409468,0.00528528,0.489563,0.764811,0.216782,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
330,0.994983,1,0.41049,0.00529876,0.49086,0.766762,0.215444,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
335,0.994981,1,0.411511,0.00531225,0.492138,0.768713,0.214128,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
340,0.994981,1,0.412531,0.00532573,0.493402,0.770665,0.212827,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
345,0.994981,1,0.413551,0.00533921,0.494657,0.772616,0.211539,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
350,0.994989,1,0.414571,0.0053527,0.495922,0.774567,0.210259,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
355,0.994984,1,0.415591,0.00536618,0.49715,0.776518,0.208985,0,0,0,0,0,0,0,28.1854,33.2178,33.3276
360,0.788723,0.706612,0.293048,0.00417442,0.402219,0.777083,0.218286,71,1,70,0,71,0,0,28.1854,33.2178,33.3276
365,0.993876,1,0.411993,0.00450373,0.495737,0.778503,0.2138,0,0,0,0,0,0,0,28.1854,33.24,33.3319
370,0.993875,1,0.412902,0.00451506,0.493424,0.780461,0.216225,0,0,0,0,0,0,0,28.1854,33.24,33.3319
375,0.993873,1,0.413958,0.0045264,0.495994,0.78242,0.213552,0,0,0,0,0,0,0,28.1854,33.24,33.3319
380,0.993874,1,0.414956,0.00453773,0.49662,0.784379,0.212917,0,0,0,0,0,0,0,28.1854,33.24,33.3319
385,0.994292,1,0.415977,0.00454906,0.499102,0.786337,0.211465,0,0,0,0,0,0,0,28.1854,33.24,33.3319
390,0.992989,1,0.416989,0.00456039,0.496979,0.788296,0.210338,0,0,0,0,0,0,0,28.1854,33.24,33.3319
395,0.993876,1,0.418005,0.00457172,0.500346,0.790255,0.209079,0,0,0,0,0,0,0,28.1854,33.24,33.3319
400,0.993876,1,0.41902,0.00458305,0.501516,0.792213,0.20787,0,0,0,0,0,0,0,28.1854,33.24,33.3319
405,0.993875,1,0.420034,0.00459438,0.502709,0.794172,0.206638,0,0,0,0,0,0,0,28.1854,33.24,33.3319
410,0.993873,1,0.421049,0.00460571,0.503892,0.796131,0.205413,0,0,0,0,0,0,0,28.1854,33.24,33.3319
415,0.993872,1,0.422064,0.00461705,0.505082,0.798089,0.204182,0,0,0,0,0,0,0,28.1854,33.24,33.3319
420,0.993874,1,0.423079,0.00462838,0.506283,0.800048,0.20295,0,0,0,0,0,0,0,28.1854,33.24,33.3319
425,0.993881,1,0.424094,0.00463971,0.507497,0.802007,0.201716,0,0,0,0,0,0,0,28.1854,33.24,33.3319
430,0.993882,1,0.425109,0.00465104,0.508696,0.803965,0.200481,0,0,0,0,0,0,0,28.1854,33.24,33.3319
435,0.722773,0.451883,0.198103,0.0037037,0.434481,0.804712,0.203165,131,0,131,0,131,0,0,28.1854,33.24,33.3319
440,0.993678,1,0.424784,0.00438279,0.493329,0.80576,0.194604,0,0,0,0,0,0,0,28.1854,33.24,42.5399
445,0.993697,1,0.425516,0.00439344,0.48468,0.807718,0.203691,0,0,0,0,0,0,0,28.1854,33.24,42.5399
