timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,clustersHealthy,clustersDegraded,clustersCritical,actionsReinforce,actionsDisband,actionsClusterDoNothing,cycleS1Cluster,cycleS2Cluster,qClusterDoNothing,qReinforce,qDisband
170,0.993258,0.992,0.401479,0.00836286,0.327187,0.720936,0.251127,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
175,0.993258,0.992,0.40221,0.00838439,0.323873,0.722792,0.254523,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
180,0.993259,0.992,0.403053,0.00840592,0.322454,0.724648,0.255981,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
185,0.993258,0.992,0.403946,0.00842744,0.321861,0.726504,0.256587,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
190,0.993258,0.992,0.404863,0.00844897,0.321679,0.72836,0.256775,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
195,0.993258,0.992,0.405793,0.0084705,0.321717,0.730216,0.256736,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
200,0.993258,0.992,0.406731,0.00849203,0.321889,0.732072,0.256559,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
205,0.993272,0.992,0.407675,0.00851356,0.322175,0.733928,0.25629,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
210,0.993258,0.992,0.408623,0.00853509,0.322482,0.735784,0.255953,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
215,0.993258,0.992,0.409573,0.00855662,0.322863,0.73764,0.255564,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
220,0.993257,0.992,0.410526,0.00857815,0.323285,0.739496,0.255131,0,0,0,0,0,0,0,24.4273,33.1636,62.5892,29,0,0,0,0,0,0,0,27.0635,30.779,16.5939
