[HISTORICAL]
# timestamp,action,qiDelta,srDelta,reward
170,0,0,0,0
175,0,0,0,0
180,0,0,0,0
185,0,0,0,0
190,0,0,0,0
195,0,0,0,0
200,0,0,0,0
205,0,0,0,0
210,0,0,0,0
215,0,0,0,0
220,0,0,0,0
225,0,0,0,0
230,0,0,0,0
235,0,0,0,0
240,0,0,0,0
245,0,0,0,0
250,0,0,0,0
255,0,0,0,0
260,0,0,0,0
265,0,0,0,0
270,0,0,0,0
275,0,0,0,0
280,0,0,0,0
285,0,0,0,0
290,0,0,0,0
295,0,0,0,0
300,0,0,0,0
305,0,0,0,0
310,0,0.183856,0.307613,0.36277
315,0,-0.004,-0.0133333,-0.0145333
320,0,-0.004,-0.0133333,-0.0145333
325,0,-0.004,-0.0133333,-0.0145333
330,0,-0.004,-0.0133333,-0.0145333
335,0,-0.004,-0.0133333,-0.0145333
340,0,-0.004,-0.0133333,-0.0145333
345,0,-0.004,-0.0133333,-0.0145333
350,0,-0.004,-0.0133333,-0.0145333
355,0,-0.004,-0.0133333,-0.0145333
360,0,-0.004,-0.0133333,-0.0145333
365,0,-0.004,-0.0133333,-0.0145333
370,0,-0.004,-0.0133333,-0.0145333
375,0,-0.004,-0.0133333,-0.0145333
380,0,-0.004,-0.0133333,-0.0145333
385,0,-0.004,-0.0133333,-0.0145333
390,0,-0.004,-0.0133333,-0.0145333
395,0,-0.004,-0.0133333,-0.0145333
400,0,-0.004,-0.0133333,-0.0145333
405,0,-0.004,-0.0133333,-0.0145333
410,0,-0.004,-0.0133333,-0.0145333
415,0,-0.004,-0.0133333,-0.0145333
420,0,-0.004,-0.0133333,-0.0145333
425,0,-0.004,-0.0133333,-0.0145333
430,0,-0.004,-0.0133333,-0.0145333
435,0,-0.004,-0.0133333,-0.0145333
440,0,-0.004,-0.0133333,-0.0145333
445,0,-0.004,-0.0133333,-0.0145333
450,0,-0.004,-0.0133333,-0.0145333
455,0,-0.004,-0.0133333,-0.0145333
460,0,0.13468,0.195097,0.235501
465,0,-0.007,-0.0233333,-0.0254333
470,0,-0.007,-0.0233333,-0.0254333
475,0,-0.007,-0.0233333,-0.0254333
480,0,-0.007,-0.0233333,-0.0254333
485,0,-0.007,-0.0233333,-0.0254333
490,0,-0.007,-0.0233333,-0.0254333
495,0,-0.007,-0.0233333,-0.0254333
500,0,-0.007,-0.0233333,-0.0254333
505,0,-0.007,-0.0233333,-0.0254333
510,0,-0.007,-0.0233333,-0.0254333
515,0,-0.007,-0.0233333,-0.0254333
520,0,-0.007,-0.0233333,-0.0254333
525,0,-0.007,-0.0233333,-0.0254333
530,0,-0.007,-0.0233333,-0.0254333
535,0,-0.007,-0.0233333,-0.0254333
540,0,-0.007,-0.0233333,-0.0254333
545,0,-0.007,-0.0233333,-0.0254333
550,0,-0.007,-0.0233333,-0.0254333
555,0,-0.007,-0.0233333,-0.0254333
560,0,-0.007,-0.0233333,-0.0254333
565,0,-0.007,-0.0233333,-0.0254333
570,0,-0.007,-0.0233333,-0.0254333
575,0,-0.007,-0.0233333,-0.0254333
580,0,-0.007,-0.0233333,-0.0254333
585,0,-0.007,-0.0233333,-0.0254333
590,0,-0.007,-0.0233333,-0.0254333
595,0,-0.007,-0.0233333,-0.0254333
600,0,-0.007,-0.0233333,-0.0254333
605,0,-0.007,-0.0233333,-0.0254333
610,0,0.136023,0.183908,0.224715
615,0,-0.01,-0.0333333,-0.0363333
620,0,-0.01,-0.0333333,-0.0363333
625,0,-0.01,-0.0333333,-0.0363333
630,0,-0.01,-0.0333333,-0.0363333
635,0,-0.01,-0.0333333,-0.0363333
640,0,-0.01,-0.0333333,-0.0363333
645,0,-0.01,-0.0333333,-0.0363333
650,0,-0.01,-0.0333333,-0.0363333
655,0,-0.01,-0.0333333,-0.0363333
660,0,-0.01,-0.0333333,-0.0363333
665,0,-0.01,-0.0333333,-0.0363333
670,0,-0.01,-0.0333333,-0.0363333
675,0,-0.01,-0.0333333,-0.0363333
680,0,-0.01,-0.0333333,-0.0363333
685,0,-0.01,-0.0333333,-0.0363333
690,0,-0.01,-0.0333333,-0.0363333
695,0,-0.01,-0.0333333,-0.0363333
700,0,-0.01,-0.0333333,-0.0363333
705,0,-0.01,-0.0333333,-0.0363333
710,0,-0.01,-0.0333333,-0.0363333
715,0,-0.01,-0.0333333,-0.0363333
720,0,-0.01,-0.0333333,-0.0363333
725,0,-0.01,-0.0333333,-0.0363333
730,0,-0.01,-0.0333333,-0.0363333
735,0,-0.01,-0.0333333,-0.0363333
740,0,-0.01,-0.0333333,-0.0363333
745,0,-0.01,-0.0333333,-0.0363333
750,0,-0.01,-0.0333333,-0.0363333
755,0,-0.01,-0.0333333,-0.0363333
760,0,-0.01,-0.0333333,-0.0363333
765,0,-0.01,-0.0333333,-0.0363333
770,0,-0.01,-0.0333333,-0.0363333
775,0,-0.01,-0.0333333,-0.0363333
780,0,-0.01,-0.0333333,-0.0363333
785,0,-0.01,-0.0333333,-0.0363333
790,0,-0.01,-0.0333333,-0.0363333
795,0,-0.01,-0.0333333,-0.0363333
800,0,-0.01,-0.0333333,-0.0363333
805,0,-0.01,-0.0333333,-0.0363333
810,0,-0.01,-0.0333333,-0.0363333
815,0,-0.01,-0.0333333,-0.0363333
820,0,-0.01,-0.0333333,-0.0363333
825,0,-0.01,-0.0333333,-0.0363333
830,0,-0.01,-0.0333333,-0.0363333
835,0,-0.01,-0.0333333,-0.0363333
840,0,-0.01,-0.0333333,-0.0363333
845,0,-0.01,-0.0333333,-0.0363333
850,0,-0.01,-0.0333333,-0.0363333
855,0,-0.01,-0.0333333,-0.0363333
860,0,-0.01,-0.0333333,-0.0363333
865,0,-0.01,-0.0333333,-0.0363333
870,0,-0.01,-0.0333333,-0.0363333
875,0,-0.01,-0.0333333,-0.0363333
