timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,clustersHealthy,clustersDegraded,clustersCritical,actionsReinforce,actionsDisband,actionsClusterDoNothing,cycleS1Cluster,cycleS2Cluster,qClusterDoNothing,qReinforce,qDisband
170,0.98985,0.98,0.385894,0.00835314,0.255763,0.696095,0.252222,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
175,0.989848,0.98,0.386593,0.00837484,0.252442,0.697903,0.255642,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
180,0.989848,0.98,0.387425,0.00839653,0.251296,0.699711,0.25684,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
185,0.989848,0.98,0.388312,0.00841823,0.251043,0.701519,0.25712,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
190,0.989848,0.98,0.389224,0.00843993,0.251185,0.703327,0.256992,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
195,0.989849,0.98,0.390148,0.00846162,0.251519,0.705135,0.256665,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
200,0.989849,0.98,0.391078,0.00848332,0.251958,0.706943,0.256229,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
205,0.989861,0.98,0.392012,0.00850501,0.252473,0.708751,0.255726,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
210,0.98985,0.98,0.392949,0.00852671,0.253004,0.710559,0.255177,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
215,0.989849,0.98,0.393888,0.00854841,0.253579,0.712367,0.254594,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
220,0.989849,0.98,0.394829,0.0085701,0.25418,0.714175,0.253985,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
225,0.989848,0.98,0.39577,0.0085918,0.2548,0.715983,0.253354,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
230,0.989849,0.98,0.396713,0.00861349,0.255438,0.717791,0.252706,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
235,0.989857,0.98,0.397657,0.00863519,0.256099,0.719599,0.252045,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
240,0.989853,0.98,0.398601,0.00865689,0.256755,0.721407,0.251371,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
245,0.98985,0.98,0.399546,0.00867858,0.257421,0.723215,0.250688,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
250,0.989849,0.98,0.400492,0.00870028,0.258098,0.725023,0.249997,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
255,0.989849,0.98,0.401438,0.00872197,0.258783,0.726831,0.249299,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
260,0.989848,0.98,0.402384,0.00874367,0.259472,0.728639,0.248595,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
265,0.989848,0.98,0.40333,0.00876537,0.260166,0.730447,0.247886,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
270,0.989861,0.98,0.404277,0.00878706,0.260882,0.732255,0.247174,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
275,0.989848,0.98,0.405224,0.00880876,0.261566,0.734063,0.246458,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
280,0.989849,0.98,0.406171,0.00883045,0.26227,0.735871,0.24574,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
285,0.98985,0.98,0.407119,0.00885215,0.262979,0.737679,0.245019,0,0,0,0,0,0,0,24.4273,33.1636,64.8123,30,0,0,0,0,0,0,0,26.888,30.7759,16.6374
