timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,clustersHealthy,clustersDegraded,clustersCritical,actionsReinforce,actionsDisband,actionsClusterDoNothing,cycleS1Cluster,cycleS2Cluster,qClusterDoNothing,qReinforce,qDisband
170,0.989646,0.976,0.372003,0.00483482,0.471389,0.711003,0.243993,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
175,0.989645,0.976,0.372637,0.00484776,0.462197,0.712907,0.253345,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
180,0.989646,0.976,0.373454,0.00486071,0.458312,0.714811,0.257304,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
185,0.989645,0.976,0.374355,0.00487366,0.456824,0.716715,0.258822,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
190,0.989645,0.976,0.375295,0.00488661,0.456503,0.718619,0.259157,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
195,0.989645,0.976,0.376257,0.00489955,0.456789,0.720523,0.258871,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
200,0.989645,0.976,0.377231,0.0049125,0.457421,0.722427,0.258235,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
205,0.989659,0.976,0.378212,0.00492545,0.45829,0.724331,0.257386,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
210,0.989646,0.976,0.379197,0.00493839,0.459233,0.726235,0.256403,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
215,0.989645,0.976,0.380185,0.00495134,0.460289,0.728139,0.25533,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
220,0.989645,0.976,0.381176,0.00496429,0.461408,0.730043,0.254195,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
225,0.989645,0.976,0.382168,0.00497724,0.462568,0.731947,0.253018,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
230,0.989645,0.976,0.383161,0.00499018,0.463759,0.733851,0.251811,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
235,0.989646,0.976,0.384155,0.00500313,0.464971,0.735755,0.250581,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
240,0.989645,0.976,0.385149,0.00501608,0.466196,0.737659,0.249336,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
245,0.989645,0.976,0.386144,0.00502903,0.467435,0.739563,0.248079,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
250,0.989645,0.976,0.387139,0.00504197,0.46868,0.741467,0.246812,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
255,0.989645,0.976,0.388134,0.00505492,0.469933,0.743371,0.24554,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
260,0.989646,0.976,0.38913,0.00506787,0.471193,0.745275,0.244262,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
265,0.989645,0.976,0.390125,0.00508081,0.472454,0.747179,0.242981,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
270,0.989659,0.976,0.391121,0.00509376,0.47375,0.749083,0.241696,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
275,0.989645,0.976,0.392117,0.00510671,0.474984,0.750987,0.24041,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
280,0.989645,0.976,0.393113,0.00511966,0.476252,0.752891,0.239122,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
285,0.989645,0.976,0.394108,0.0051326,0.477522,0.754795,0.237832,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
290,0.989646,0.976,0.395104,0.00514555,0.478792,0.756699,0.236542,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
295,0.989645,0.976,0.3961,0.0051585,0.480063,0.758603,0.235251,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
300,0.989646,0.976,0.397096,0.00517144,0.481335,0.760507,0.233959,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
305,0.989654,0.976,0.398092,0.00518439,0.482629,0.762411,0.232666,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,17,0,0,0,0,0,0,0,27.281,30.8795,16.6558
310,0.873827,0.748,0.39886,0.00519424,0.367178,0.763859,0.231374,0,0,0,0,0,0,0,24.4273,33.1974,65.6751,8,1,8,1,8,0,9,0,27.281,30.8795,16.6558
315,0.500309,0.22314,0.111084,0.00284291,0.215266,0.764426,0.222004,125,0,125,0,125,0,0,24.4273,33.1974,65.6751,12,2,0,2,0,0,2,0,27.281,30.8705,16.6574
320,0.905137,0.739669,0.315846,0.00442243,0.389668,0.764448,0.238016,0,0,0,0,0,0,0,24.4273,33.1974,65.6753,14,0,0,0,0,0,0,0,27.281,30.8617,16.6574
325,0.905576,0.739669,0.316661,0.0044307,0.393767,0.765878,0.234551,0,0,0,0,0,0,0,24.4273,33.1974,65.6753,14,0,0,0,0,0,0,0,27.281,30.8617,16.6574
330,0.905145,0.739669,0.317458,0.00443897,0.395467,0.767307,0.231685,0,0,0,0,0,0,0,24.4273,33.1974,65.6753,14,0,0,0,0,0,0,0,27.281,30.8617,16.6574
335,0.905144,0.739669,0.318241,0.00444724,0.397596,0.768737,0.229349,0,0,0,0,0,0,0,24.4273,33.1974,65.6753,14,0,0,0,0,0,0,0,27.281,30.8617,16.6574
340,0.905145,0.739669,0.319015,0.00445551,0.399457,0.770167,0.227312,0,0,0,0,0,0,0,24.4273,33.1974,65.6753,14,0,0,0,0,0,0,0,27.281,30.8617,16.6574
345,0.905148,0.739669,0.319782,0.00446378,0.401133,0.771597,0.225486,0,0,0,0,0,0,0,24.4273,33.1974,65.6753,14,0,0,0,0,0,0,0,27.281,30.8617,16.6574
350,0.905149,0.739669,0.320546,0.00447205,0.402661,0.773026,0.223817,0,0,0,0,0,0,0,24.4273,33.1974,65.6753,14,0,0,0,0,0,0,0,27.281,30.8617,16.6574
355,0.905147,0.739669,0.321305,0.00448032,0.404071,0.774456,0.222267,0,0,0,0,0,0,0,24.4273,33.1974,65.6753,14,0,0,0,0,0,0,0,27.281,30.8617,16.6574
