timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster
170,0.994862,0.993333,0.384256,0.0065877,0.278272,0.705825,0.297002,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
175,0.994862,0.993333,0.385147,0.00660519,0.277351,0.707698,0.297978,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
180,0.994861,0.993333,0.386058,0.00662267,0.276821,0.709572,0.298531,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
185,0.994863,0.993333,0.386986,0.00664015,0.276639,0.711445,0.298728,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
190,0.994862,0.993333,0.387927,0.00665764,0.276749,0.713318,0.298623,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
195,0.994861,0.993333,0.388879,0.00667512,0.277076,0.715192,0.298293,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
200,0.994862,0.993333,0.389839,0.00669261,0.277558,0.717065,0.297808,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
205,0.994876,0.993333,0.390803,0.00671009,0.27816,0.718938,0.297218,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
210,0.994862,0.993333,0.39177,0.00672758,0.278791,0.720812,0.296558,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
215,0.994863,0.993333,0.39274,0.00674506,0.279488,0.722685,0.295852,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
220,0.994863,0.993333,0.393711,0.00676255,0.280213,0.724558,0.295117,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
225,0.994862,0.993333,0.394683,0.00678003,0.280955,0.726432,0.294362,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
230,0.994862,0.993333,0.395655,0.00679751,0.28171,0.728305,0.293595,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
235,0.994863,0.993333,0.396628,0.006815,0.282473,0.730178,0.292821,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
240,0.994862,0.993333,0.397601,0.00683248,0.28324,0.732052,0.292041,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
245,0.994863,0.993333,0.398574,0.00684997,0.284011,0.733925,0.291259,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
250,0.994862,0.993333,0.399548,0.00686745,0.284781,0.735798,0.290475,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
255,0.994862,0.993333,0.400521,0.00688494,0.285555,0.737672,0.289689,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
260,0.994861,0.993333,0.401494,0.00690242,0.286327,0.739545,0.288904,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
265,0.994862,0.993333,0.402468,0.00691991,0.287102,0.741418,0.288117,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
270,0.994874,0.993333,0.403441,0.00693739,0.287894,0.743292,0.287331,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
275,0.994862,0.993333,0.404414,0.00695487,0.28865,0.745165,0.286545,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
280,0.994862,0.993333,0.405388,0.00697236,0.289424,0.747038,0.285759,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
285,0.994863,0.993333,0.406361,0.00698984,0.2902,0.748912,0.284973,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
290,0.994862,0.993333,0.407334,0.00700733,0.290971,0.750785,0.284187,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
295,0.994862,0.993333,0.408308,0.00702481,0.291745,0.752658,0.283401,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
300,0.994862,0.993333,0.409281,0.0070423,0.292519,0.754532,0.282615,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
305,0.994878,0.993333,0.410254,0.00705978,0.293317,0.756405,0.281829,0,0,0,0,0,0,0,17.6339,32.2917,33.3308
310,0.79774,0.574324,0.245995,0.00614028,0.217016,0.757302,0.289309,124,0,124,0,124,0,0,17.6339,32.2917,33.3308
315,0.993275,0.993243,0.410446,0.0069192,0.273637,0.758549,0.284033,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
320,0.993287,0.993243,0.411459,0.00693627,0.275298,0.760421,0.282333,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
325,0.993279,0.993243,0.412437,0.00695334,0.276193,0.762292,0.2814,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
330,0.993279,0.993243,0.413409,0.00697041,0.276959,0.764164,0.280615,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
335,0.993278,0.993243,0.414379,0.00698749,0.277692,0.766036,0.279863,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
340,0.993279,0.993243,0.415349,0.00700456,0.278419,0.767907,0.279119,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
345,0.993279,0.993243,0.416319,0.00702163,0.279143,0.769779,0.278378,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
350,0.993284,0.993243,0.417288,0.0070387,0.279874,0.771651,0.277637,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
355,0.993279,0.993243,0.418258,0.00705578,0.28059,0.773522,0.276896,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
360,0.993286,0.993243,0.419227,0.00707285,0.281324,0.775394,0.276155,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
365,0.993278,0.993243,0.420197,0.00708992,0.282036,0.777265,0.275415,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
370,0.993277,0.993243,0.421167,0.00710699,0.282757,0.779137,0.274674,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
375,0.992444,0.993243,0.422136,0.00712407,0.282255,0.781009,0.273933,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
380,0.991613,0.993243,0.423106,0.00714114,0.281778,0.78288,0.273192,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
385,0.993278,0.993243,0.424075,0.00715821,0.284929,0.784752,0.272452,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
390,0.993278,0.993243,0.425045,0.00717528,0.285653,0.786623,0.271711,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
395,0.993277,0.993243,0.426015,0.00719235,0.286375,0.788495,0.27097,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
400,0.993279,0.993243,0.426984,0.00720943,0.287101,0.790367,0.270229,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
405,0.993278,0.993243,0.427954,0.0072265,0.287823,0.792238,0.269489,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
410,0.993286,0.993243,0.428923,0.00724357,0.288558,0.79411,0.268748,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
415,0.993277,0.993243,0.429893,0.00726064,0.289268,0.795982,0.268007,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
420,0.993286,0.993243,0.430863,0.00727772,0.290006,0.797853,0.267266,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
425,0.993278,0.993243,0.431832,0.00729479,0.290716,0.799725,0.266526,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
430,0.99328,0.993243,0.432802,0.00731186,0.291442,0.801596,0.265785,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
435,0.993277,0.993243,0.433771,0.00732893,0.292162,0.803468,0.265044,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
440,0.993277,0.993243,0.434741,0.007346,0.292885,0.80534,0.264303,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
445,0.993279,0.993243,0.435711,0.00736308,0.293612,0.807211,0.263563,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
450,0.992455,0.993243,0.43668,0.00738015,0.293077,0.809083,0.262822,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
455,0.993277,0.993243,0.43765,0.00739722,0.295054,0.810955,0.262081,0,0,0,0,0,0,0,17.6339,32.2917,33.3331
460,0.863146,0.74744,0.331909,0.00665266,0.23066,0.812179,0.272509,72,0,72,0,72,0,0,17.6339,32.2917,33.3331
465,0.991799,0.993174,0.437611,0.00721564,0.272112,0.813147,0.26671,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
470,0.990885,0.993174,0.438577,0.00723224,0.271473,0.815018,0.26601,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
475,0.991804,0.993174,0.439575,0.00724884,0.274151,0.816888,0.264605,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
480,0.990879,0.993174,0.440558,0.00726543,0.273872,0.818758,0.263513,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
485,0.991994,0.993174,0.441537,0.00728203,0.276433,0.820629,0.262527,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
490,0.991807,0.993174,0.442512,0.00729863,0.277027,0.822499,0.261631,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
495,0.991806,0.993174,0.443484,0.00731522,0.277834,0.824369,0.260796,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
500,0.991804,0.993174,0.444455,0.00733182,0.278598,0.82624,0.260004,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
505,0.991803,0.993174,0.445423,0.00734842,0.279334,0.82811,0.259242,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
510,0.991816,0.993174,0.446392,0.00736501,0.280071,0.82998,0.258501,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
515,0.991938,0.993174,0.447359,0.00738161,0.280953,0.831851,0.257774,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
520,0.989148,0.993174,0.448326,0.00739821,0.277526,0.833721,0.257058,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
525,0.991808,0.993174,0.449292,0.0074148,0.282145,0.835591,0.256349,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
530,0.991806,0.993174,0.450259,0.0074314,0.282824,0.837461,0.255645,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
535,0.991804,0.993174,0.451225,0.00744799,0.2835,0.839332,0.254944,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
540,0.991808,0.993174,0.452191,0.00746459,0.284182,0.841202,0.254246,0,0,0,0,0,0,0,17.6339,32.2917,33.3333
