timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,clustersHealthy,clustersDegraded,clustersCritical,actionsReinforce,actionsDisband,actionsClusterDoNothing,cycleS1Cluster,cycleS2Cluster,qClusterDoNothing,qReinforce,qDisband
170,0.985506,0.968,0.377137,0.00648651,0.378249,0.705055,0.21995,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
175,0.9862,0.968,0.377935,0.00650351,0.376861,0.706903,0.222686,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
180,0.986199,0.968,0.378766,0.00652051,0.374815,0.708751,0.224718,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
185,0.986199,0.968,0.379623,0.00653751,0.37335,0.710599,0.226171,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
190,0.9862,0.968,0.380502,0.00655451,0.37237,0.712447,0.227143,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
195,0.986199,0.968,0.3814,0.00657151,0.37178,0.714295,0.227722,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
200,0.986199,0.968,0.382312,0.00658852,0.371504,0.716143,0.227985,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
205,0.986211,0.968,0.383235,0.00660552,0.371501,0.717991,0.227998,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
210,0.986201,0.968,0.384167,0.00662252,0.371651,0.719839,0.227814,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
215,0.986199,0.968,0.385107,0.00663952,0.371973,0.721687,0.227474,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
220,0.9862,0.968,0.386052,0.00665652,0.372421,0.723535,0.227012,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
225,0.986199,0.968,0.387002,0.00667352,0.372962,0.725383,0.226452,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
230,0.986199,0.968,0.387955,0.00669053,0.37358,0.727231,0.225816,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
235,0.986208,0.968,0.388911,0.00670753,0.374274,0.729079,0.22512,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
240,0.986201,0.968,0.38987,0.00672453,0.374989,0.730927,0.224374,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
245,0.986199,0.968,0.39083,0.00674153,0.375752,0.732775,0.22359,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
250,0.986199,0.968,0.391791,0.00675853,0.376549,0.734623,0.222774,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
255,0.986199,0.968,0.392754,0.00677553,0.37737,0.736471,0.221932,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
260,0.986199,0.968,0.393718,0.00679253,0.378213,0.738319,0.221069,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
265,0.986588,0.968,0.394682,0.00680954,0.379792,0.740167,0.220189,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
270,0.986199,0.968,0.395647,0.00682654,0.379948,0.742015,0.219294,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
275,0.986199,0.968,0.396613,0.00684354,0.380834,0.743863,0.218387,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
280,0.986199,0.968,0.397579,0.00686054,0.381732,0.745711,0.21747,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
285,0.986199,0.968,0.398546,0.00687754,0.382638,0.747559,0.216543,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
290,0.9862,0.968,0.399513,0.00689454,0.383554,0.749407,0.215609,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
295,0.986199,0.968,0.40048,0.00691155,0.384472,0.751255,0.214668,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
300,0.986206,0.968,0.401448,0.00692855,0.385411,0.753103,0.213721,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
305,0.986206,0.968,0.402415,0.00694555,0.386344,0.754951,0.212768,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,23,0,0,0,0,0,0,0,26.8701,30.5936,11.1803
310,0.874722,0.748,0.403164,0.0069585,0.297658,0.756359,0.211807,0,0,0,0,0,0,0,5.05193,31.1437,40.5094,12,4,7,0,7,4,11,0,26.8701,30.5936,11.1803
315,0.606417,0.296296,0.158956,0.00498557,0.20642,0.757184,0.192463,108,6,100,2,0,108,0,5.05193,31.1437,40.5094,15,4,0,4,0,0,0,4,26.8686,30.5936,11.9038
320,0.906313,0.73251,0.327832,0.00592985,0.417949,0.758397,0.203523,2,2,0,0,2,0,0,13.4332,32.5822,40.5094,18,1,0,1,0,0,1,0,26.8686,30.6459,11.9038
325,0.910039,0.740741,0.331662,0.00594092,0.422355,0.759813,0.201595,0,0,0,0,0,0,0,13.4332,32.813,40.5094,18,1,0,1,0,0,1,0,26.8686,30.6502,11.9038
330,0.910275,0.740741,0.332424,0.00595199,0.424096,0.761228,0.200214,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
335,0.91176,0.740741,0.333178,0.00596306,0.428424,0.762644,0.199044,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
340,0.910302,0.740741,0.333928,0.00597413,0.426263,0.76406,0.19797,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
345,0.91028,0.740741,0.334676,0.0059852,0.427177,0.765475,0.19694,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
350,0.910274,0.740741,0.335423,0.00599627,0.42811,0.766891,0.195928,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
355,0.910275,0.740741,0.33617,0.00600734,0.429053,0.768307,0.194921,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
360,0.910275,0.740741,0.336918,0.0060184,0.429996,0.769722,0.193912,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
365,0.910277,0.740741,0.337665,0.00602947,0.430947,0.771138,0.192898,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
370,0.910275,0.740741,0.338413,0.00604054,0.431896,0.772553,0.191879,0,0,0,0,0,0,0,13.4332,32.813,40.5094,19,0,0,0,0,0,0,0,26.8686,30.6544,11.9038
