timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,clustersHealthy,clustersDegraded,clustersCritical,actionsReinforce,actionsDisband,actionsClusterDoNothing,cycleS1Cluster,cycleS2Cluster,qClusterDoNothing,qReinforce,qDisband
170,0.992131,0.984,0.387564,0.00580136,0.401371,0.72517,0.240779,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
175,0.992129,0.984,0.388384,0.00581653,0.398161,0.727066,0.243993,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
180,0.992129,0.984,0.389288,0.0058317,0.397068,0.728962,0.245096,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
185,0.992129,0.984,0.390223,0.00584687,0.39675,0.730858,0.245419,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
190,0.992129,0.984,0.391174,0.00586204,0.396837,0.732754,0.245333,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
195,0.992129,0.984,0.392136,0.0058772,0.39718,0.73465,0.24499,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
200,0.99213,0.984,0.393105,0.00589237,0.397695,0.736546,0.244472,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
205,0.992143,0.984,0.394079,0.00590754,0.398361,0.738442,0.243826,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
210,0.992132,0.984,0.395056,0.00592271,0.399072,0.740338,0.243085,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
215,0.992129,0.984,0.396037,0.00593788,0.39987,0.742234,0.24227,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
220,0.992129,0.984,0.39702,0.00595304,0.400729,0.74413,0.2414,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
225,0.992129,0.984,0.398004,0.00596821,0.401632,0.746026,0.240484,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
230,0.992129,0.984,0.39899,0.00598338,0.402569,0.747922,0.239534,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
235,0.992136,0.984,0.399977,0.00599855,0.403549,0.749818,0.238555,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
240,0.992129,0.984,0.400965,0.00601372,0.404521,0.751714,0.237553,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
245,0.992129,0.984,0.401954,0.00602888,0.405525,0.75361,0.236534,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
250,0.992129,0.984,0.402944,0.00604405,0.406544,0.755506,0.2355,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
255,0.992128,0.984,0.403933,0.00605922,0.407573,0.757402,0.234454,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
260,0.992129,0.984,0.404924,0.00607439,0.408615,0.759298,0.233398,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
265,0.99213,0.984,0.405914,0.00608956,0.409663,0.761194,0.232334,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
270,0.992141,0.984,0.406905,0.00610472,0.410742,0.76309,0.231264,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
275,0.992129,0.984,0.407896,0.00611989,0.411775,0.764986,0.230189,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
280,0.99213,0.984,0.408887,0.00613506,0.412839,0.766882,0.229109,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
285,0.992129,0.984,0.409879,0.00615023,0.413905,0.768778,0.228026,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
290,0.99213,0.984,0.41087,0.0061654,0.414976,0.770674,0.22694,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
295,0.992129,0.984,0.411862,0.00618056,0.416046,0.77257,0.225851,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
300,0.992129,0.984,0.412853,0.00619573,0.41712,0.774466,0.22476,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
305,0.991386,0.984,0.413845,0.0062109,0.416735,0.776362,0.223668,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
310,0.868861,0.756,0.414609,0.00622242,0.302515,0.777802,0.222574,0,0,0,0,0,0,0,0,0,0,10,3,7,0,7,3,10,0,0,0,0
315,0.604999,0.378601,0.192405,0.00416438,0.195855,0.778419,0.223403,90,90,0,0,90,0,0,0,0,0,10,3,0,0,0,3,3,0,-0.325333,0,2.19791
320,0.905649,0.748971,0.339489,0.00417218,0.427789,0.779876,0.224298,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.491904,0,2.19791
325,0.905649,0.748971,0.340175,0.00417997,0.426215,0.781333,0.225877,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.577188,0,2.19791
330,0.905649,0.748971,0.340898,0.00418776,0.425977,0.782789,0.226076,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.620854,0,2.19791
335,0.905649,0.748971,0.341639,0.00419556,0.426367,0.784246,0.225618,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.64321,0,2.19791
340,0.905648,0.748971,0.342392,0.00420335,0.427202,0.785703,0.224698,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.654657,0,2.19791
345,0.905655,0.748971,0.343152,0.00421114,0.428331,0.78716,0.223489,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.660518,0,2.19791
350,0.905655,0.748971,0.343918,0.00421894,0.429613,0.788617,0.222103,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.663518,0,2.19791
355,0.905648,0.748971,0.344686,0.00422673,0.430975,0.790073,0.220614,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.665055,0,2.19791
360,0.905649,0.748971,0.345456,0.00423452,0.432405,0.79153,0.219073,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.665841,0,2.19791
365,0.905649,0.748971,0.346226,0.00424232,0.433852,0.792987,0.21751,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.666244,0,2.19791
370,0.905648,0.748971,0.346996,0.00425011,0.435296,0.794444,0.215947,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.66645,0,2.19791
375,0.905664,0.748971,0.347766,0.0042579,0.436769,0.795901,0.214395,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.666556,0,2.19791
380,0.905648,0.748971,0.348535,0.0042657,0.438142,0.797357,0.212863,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.66661,0,2.19791
385,0.905706,0.748971,0.349304,0.00427349,0.439677,0.798814,0.211353,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.666638,0,2.19791
390,0.905649,0.748971,0.350072,0.00428128,0.440901,0.800271,0.209868,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.666652,0,2.19791
395,0.905649,0.748971,0.35084,0.00428908,0.442243,0.801728,0.208406,0,0,0,0,0,0,0,0,25.8588,0,10,3,0,0,0,3,3,0,-0.666659,0,2.19791
