timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster
170,0.990462,0.983333,0.377124,0.00758161,0.288465,0.689237,0.291998,0,0,0,0,0,0,0,0,0,0
175,0.990462,0.983333,0.378043,0.00760185,0.288485,0.691077,0.292013,0,0,0,0,0,0,0,0,0,0
180,0.990461,0.983333,0.378934,0.00762209,0.287993,0.692917,0.292532,0,0,0,0,0,0,0,0,0,0
185,0.990462,0.983333,0.379831,0.00764233,0.28759,0.694757,0.292957,0,0,0,0,0,0,0,0,0,0
190,0.990462,0.983333,0.38074,0.00766257,0.287401,0.696597,0.293159,0,0,0,0,0,0,0,0,0,0
195,0.990461,0.983333,0.38166,0.00768281,0.287417,0.698437,0.293149,0,0,0,0,0,0,0,0,0,0
200,0.990461,0.983333,0.38259,0.00770305,0.287599,0.700277,0.292968,0,0,0,0,0,0,0,0,0,0
205,0.990475,0.983333,0.383527,0.00772329,0.287929,0.702117,0.292656,0,0,0,0,0,0,0,0,0,0
210,0.990461,0.983333,0.38447,0.00774353,0.288313,0.703957,0.292246,0,0,0,0,0,0,0,0,0,0
215,0.990461,0.983333,0.385417,0.00776377,0.288789,0.705797,0.291762,0,0,0,0,0,0,0,0,0,0
220,0.990462,0.983333,0.386366,0.00778401,0.28932,0.707637,0.291222,0,0,0,0,0,0,0,0,0,0
225,0.990462,0.983333,0.387318,0.00780425,0.28989,0.709477,0.290641,0,0,0,0,0,0,0,0,0,0
230,0.990462,0.983333,0.388272,0.00782449,0.290491,0.711317,0.290027,0,0,0,0,0,0,0,0,0,0
235,0.990495,0.983333,0.389227,0.00784473,0.291166,0.713157,0.289389,0,0,0,0,0,0,0,0,0,0
240,0.990462,0.983333,0.390183,0.00786497,0.29176,0.714997,0.288731,0,0,0,0,0,0,0,0,0,0
245,0.990463,0.983333,0.39114,0.00788521,0.292422,0.716837,0.288057,0,0,0,0,0,0,0,0,0,0
250,0.990461,0.983333,0.392098,0.00790545,0.29309,0.718677,0.287371,0,0,0,0,0,0,0,0,0,0
255,0.990462,0.983333,0.393056,0.00792569,0.293773,0.720517,0.286674,0,0,0,0,0,0,0,0,0,0
260,0.990462,0.983333,0.394015,0.00794593,0.294464,0.722357,0.285968,0,0,0,0,0,0,0,0,0,0
265,0.990461,0.983333,0.394975,0.00796617,0.295162,0.724197,0.285254,0,0,0,0,0,0,0,0,0,0
270,0.990473,0.983333,0.395934,0.00798641,0.295885,0.726037,0.284533,0,0,0,0,0,0,0,0,0,0
275,0.990461,0.983333,0.396894,0.00800665,0.296578,0.727877,0.283806,0,0,0,0,0,0,0,0,0,0
280,0.990463,0.983333,0.397855,0.00802689,0.297297,0.729717,0.283073,0,0,0,0,0,0,0,0,0,0
285,0.990462,0.983333,0.398815,0.00804713,0.298019,0.731557,0.282334,0,0,0,0,0,0,0,0,0,0
290,0.990462,0.983333,0.399776,0.00806737,0.298745,0.733397,0.281591,0,0,0,0,0,0,0,0,0,0
295,0.990462,0.983333,0.400737,0.00808761,0.299476,0.735237,0.280843,0,0,0,0,0,0,0,0,0,0
300,0.990462,0.983333,0.401699,0.00810785,0.300211,0.737077,0.280091,0,0,0,0,0,0,0,0,0,0
305,0.990514,0.983333,0.40266,0.00812809,0.301031,0.738917,0.279335,0,0,0,0,0,0,0,0,0,0
310,0.989252,0.983333,0.403622,0.00814833,0.29946,0.740757,0.278575,0,0,0,0,0,0,0,0,0,0
315,0.990475,0.983333,0.404584,0.00816857,0.302463,0.742597,0.277812,0,0,0,0,0,0,0,0,0,0
320,0.990462,0.983333,0.405546,0.00818881,0.30319,0.744437,0.277045,0,0,0,0,0,0,0,0,0,0
325,0.990461,0.983333,0.406508,0.00820905,0.303943,0.746277,0.276274,0,0,0,0,0,0,0,0,0,0
330,0.990461,0.983333,0.407471,0.00822929,0.304699,0.748117,0.275501,0,0,0,0,0,0,0,0,0,0
335,0.990462,0.983333,0.408434,0.00824953,0.305459,0.749957,0.274724,0,0,0,0,0,0,0,0,0,0
340,0.990464,0.983333,0.409397,0.00826977,0.306224,0.751797,0.273944,0,0,0,0,0,0,0,0,0,0
345,0.990464,0.983333,0.41036,0.00829001,0.30699,0.753637,0.273162,0,0,0,0,0,0,0,0,0,0
350,0.990469,0.983333,0.411323,0.00831025,0.307764,0.755477,0.272377,0,0,0,0,0,0,0,0,0,0
355,0.990462,0.983333,0.412286,0.00833049,0.308524,0.757317,0.27159,0,0,0,0,0,0,0,0,0,0
360,0.990462,0.983333,0.41325,0.00835073,0.309296,0.759157,0.2708,0,0,0,0,0,0,0,0,0,0
365,0.990461,0.983333,0.414213,0.00837097,0.31007,0.760997,0.270007,0,0,0,0,0,0,0,0,0,0
370,0.990462,0.983333,0.415177,0.00839121,0.310847,0.762837,0.269213,0,0,0,0,0,0,0,0,0,0
375,0.990461,0.983333,0.416141,0.00841145,0.311625,0.764677,0.268416,0,0,0,0,0,0,0,0,0,0
380,0.990463,0.983333,0.417105,0.00843169,0.312409,0.766517,0.267617,0,0,0,0,0,0,0,0,0,0
385,0.990466,0.983333,0.418069,0.00845193,0.313196,0.768357,0.266816,0,0,0,0,0,0,0,0,0,0
390,0.99047,0.983333,0.419033,0.00847217,0.313987,0.770197,0.266014,0,0,0,0,0,0,0,0,0,0
395,0.990462,0.983333,0.419997,0.00849241,0.314761,0.772037,0.265209,0,0,0,0,0,0,0,0,0,0
400,0.990462,0.983333,0.420961,0.00851265,0.315549,0.773877,0.264403,0,0,0,0,0,0,0,0,0,0
405,0.990461,0.983333,0.421926,0.00853289,0.316337,0.775717,0.263595,0,0,0,0,0,0,0,0,0,0
410,0.990461,0.983333,0.42289,0.00855313,0.317129,0.777557,0.262785,0,0,0,0,0,0,0,0,0,0
