timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster
170,0.991409,0.988,0.38709,0.00655163,0.399905,0.712133,0.257595,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
175,0.991267,0.988,0.38766,0.006569,0.391674,0.714021,0.26571,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
180,0.991267,0.988,0.388353,0.00658637,0.386354,0.715909,0.271166,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
185,0.991267,0.988,0.389122,0.00660374,0.382627,0.717797,0.274986,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
190,0.991268,0.988,0.389943,0.00662111,0.380036,0.719685,0.277644,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
195,0.991268,0.988,0.390805,0.00663848,0.378286,0.721573,0.279439,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
200,0.991268,0.988,0.391696,0.00665584,0.377171,0.723461,0.280582,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
205,0.991279,0.988,0.39261,0.00667321,0.37656,0.725349,0.28123,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
210,0.99127,0.988,0.393542,0.00669058,0.376279,0.727237,0.281501,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
215,0.991268,0.988,0.394487,0.00670795,0.376294,0.729125,0.281482,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
220,0.991267,0.988,0.395442,0.00672532,0.376529,0.731013,0.28124,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
225,0.991268,0.988,0.396405,0.00674269,0.376934,0.732901,0.280826,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
230,0.991268,0.988,0.397374,0.00676006,0.377471,0.734789,0.280277,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
235,0.991276,0.988,0.398348,0.00677743,0.378123,0.736677,0.279625,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
240,0.991332,0.988,0.399326,0.0067948,0.378949,0.738565,0.27889,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
245,0.991267,0.988,0.400307,0.00681217,0.379602,0.740453,0.278092,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
250,0.991268,0.988,0.40129,0.00682954,0.380431,0.742341,0.277243,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
255,0.991267,0.988,0.402275,0.00684691,0.381296,0.744229,0.276354,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
260,0.991268,0.988,0.403261,0.00686428,0.382195,0.746117,0.275433,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
265,0.991267,0.988,0.404249,0.00688165,0.383116,0.748005,0.274487,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
270,0.991279,0.988,0.405237,0.00689902,0.384081,0.749893,0.273522,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
275,0.991269,0.988,0.406226,0.00691639,0.385018,0.751781,0.27254,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
280,0.991268,0.988,0.407216,0.00693376,0.385984,0.753669,0.271546,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
285,0.991268,0.988,0.408206,0.00695113,0.386964,0.755557,0.270542,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
290,0.991268,0.988,0.409197,0.0069685,0.38795,0.757445,0.269529,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
295,0.991267,0.988,0.410188,0.00698587,0.388943,0.759333,0.26851,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
300,0.991268,0.988,0.411179,0.00700324,0.389943,0.761221,0.267486,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
305,0.99127,0.988,0.41217,0.00702061,0.39095,0.763109,0.266457,0,0,0,0,0,0,0,28.2033,33.2714,42.5398
