timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster
170,0.989907,0.98,0.378745,0.00740236,0.29164,0.693971,0.292466,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
175,0.989906,0.98,0.379791,0.00742199,0.293945,0.695811,0.290104,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
180,0.989907,0.98,0.380814,0.00744161,0.295829,0.697651,0.288166,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
185,0.989906,0.98,0.381821,0.00746124,0.297404,0.699491,0.286544,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
190,0.989906,0.98,0.382818,0.00748087,0.298805,0.701331,0.285104,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
195,0.989906,0.98,0.383808,0.00750049,0.300095,0.703171,0.283777,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
200,0.989906,0.98,0.384795,0.00752012,0.301311,0.705011,0.28253,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
205,0.989921,0.98,0.385778,0.00753975,0.302494,0.706851,0.28134,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
210,0.989907,0.98,0.386759,0.00755937,0.303591,0.708691,0.280195,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
215,0.989907,0.98,0.387738,0.007579,0.304673,0.710531,0.279086,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
220,0.989907,0.98,0.388716,0.00759863,0.305729,0.712371,0.278006,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
225,0.989906,0.98,0.389692,0.00761825,0.306762,0.714211,0.27695,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
230,0.989907,0.98,0.390668,0.00763788,0.307777,0.716051,0.275912,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
235,0.989857,0.98,0.391642,0.00765751,0.308699,0.717891,0.274891,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
240,0.989264,0.98,0.392616,0.00767713,0.308746,0.719731,0.273883,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
245,0.989912,0.98,0.393589,0.00769676,0.310749,0.721571,0.272886,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
250,0.989906,0.98,0.394562,0.00771639,0.311707,0.723411,0.271898,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
255,0.989907,0.98,0.395534,0.00773601,0.312667,0.725251,0.270919,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
260,0.989906,0.98,0.396506,0.00775564,0.313618,0.727091,0.269947,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
265,0.989907,0.98,0.397477,0.00777527,0.314565,0.728931,0.268981,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
270,0.989918,0.98,0.398449,0.00779489,0.315524,0.730771,0.26802,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
275,0.989907,0.98,0.39942,0.00781452,0.316442,0.732611,0.267065,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
280,0.989907,0.98,0.40039,0.00783415,0.317374,0.734451,0.266113,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
285,0.989909,0.98,0.401361,0.00785377,0.318306,0.736291,0.265166,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
290,0.989906,0.98,0.402331,0.0078734,0.319226,0.738131,0.264222,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
295,0.989906,0.98,0.403301,0.00789303,0.320147,0.739971,0.263282,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
300,0.989907,0.98,0.404271,0.00791265,0.321066,0.741811,0.262345,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
305,0.989925,0.98,0.405241,0.00793228,0.322012,0.743651,0.26141,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
310,0.814895,0.661017,0.284872,0.0068198,0.248839,0.745126,0.258612,94,0,94,0,94,0,0,17.6339,31.1727,33.3333
315,0.989494,0.983051,0.405701,0.00759156,0.294199,0.746503,0.260508,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
320,0.989507,0.983051,0.406684,0.00761031,0.295388,0.748347,0.2593,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
325,0.989495,0.983051,0.407673,0.00762906,0.296644,0.750191,0.257985,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
330,0.989496,0.983051,0.408651,0.00764782,0.29772,0.752035,0.256878,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
335,0.989497,0.983051,0.409627,0.00766657,0.298747,0.753879,0.25582,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
340,0.989498,0.983051,0.410599,0.00768532,0.299709,0.755723,0.254831,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
345,0.989501,0.983051,0.41157,0.00770408,0.300639,0.757568,0.253879,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
350,0.9895,0.983051,0.412539,0.00772283,0.301532,0.759412,0.252959,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
355,0.989495,0.983051,0.413506,0.00774158,0.302398,0.761256,0.252061,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
360,0.989504,0.983051,0.414473,0.00776034,0.303268,0.7631,0.251179,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
365,0.989495,0.983051,0.415439,0.00777909,0.304102,0.764944,0.25031,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
370,0.989496,0.983051,0.416405,0.00779784,0.30494,0.766788,0.24945,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
375,0.989558,0.983051,0.417371,0.0078166,0.305862,0.768632,0.248597,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
380,0.988806,0.983051,0.418336,0.00783535,0.305528,0.770476,0.24775,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
385,0.989496,0.983051,0.419301,0.0078541,0.307413,0.77232,0.246908,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
390,0.989497,0.983051,0.420265,0.00787286,0.30823,0.774164,0.246069,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
395,0.989496,0.983051,0.42123,0.00789161,0.309042,0.776008,0.245233,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
400,0.989497,0.983051,0.422194,0.00791036,0.309854,0.777852,0.2444,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
405,0.989496,0.983051,0.423158,0.00792912,0.310662,0.779696,0.24357,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
410,0.989503,0.983051,0.424123,0.00794787,0.311479,0.78154,0.242741,0,0,0,0,0,0,0,17.6339,31.1727,33.3333
